site,parcelle,jour,mois,annee,num_arbre,nb_tiges,espece,dhp
BD,B,11,8,2014,11,1,ABBA,9.7
BD,B,11,8,2014,13,1,TSCA,9.3
BD,B,11,8,2014,14,1,ACRU,36.9
BD,B,11,8,2014,15,1,TSCA,13.6
BD,B,11,8,2014,16,1,TSCA,10.1
BD,B,11,8,2014,17,1,TSCA,10.2
BD,B,11,8,2014,18,1,TSCA,9.4
BD,B,11,8,2014,20,1,TSCA,9.9
BD,B,11,8,2014,22,1,TSCA,62.5
BD,B,11,8,2014,23,1,TSCA,53.7
BD,B,11,8,2014,24,1,PIRU,26.2
BD,B,11,8,2014,25,1,ACRU,35.2
BD,B,11,8,2014,26,1,TSCA,32.3
BD,B,11,8,2014,27,1,PIST,84.1
BD,B,11,8,2014,28,1,TSCA,9.7
BD,B,11,8,2014,29,1,TSCA,8.9
BD,B,11,8,2014,30,1,TSCA,9.3
CFR,A,15,7,2014,1,1,PIRU,17
CFR,A,15,7,2014,2,1,PIRU,19.8
CFR,A,15,7,2014,3,1,PIRU,14.3
CFR,A,15,7,2014,4,1,PIRU,25.3
CFR,A,15,7,2014,5,1,PIRU,12.5
CFR,A,15,7,2014,6,1,PIRU,15.3
CFR,A,15,7,2014,8,1,PIRU,9.7
CFR,A,15,7,2014,9,1,TSCA,41.6
CFR,A,15,7,2014,10,1,PIRU,9.2
CFR,A,15,7,2014,11,1,PIRU,18.2
CFR,A,15,7,2014,12,1,PIRU,27.3
CFR,A,15,7,2014,12,1,TSCA,43.6
CFR,A,15,7,2014,14,1,PIRU,18.3
CFR,A,15,7,2014,15,1,PIRU,11
CFR,A,15,7,2014,16,1,TSCA,48.1
CFR,A,15,7,2014,19,1,PIRU,42.5
CFR,A,15,7,2014,20,1,PIRU,18.5
CFR,A,15,7,2014,21,1,PIRU,20.8
CFR,A,15,7,2014,22,1,PIST,17.8
CFR,A,15,7,2014,24,1,PIRU,24.7
CFR,A,15,7,2014,27,1,PIRU,23.7
CFR,A,15,7,2014,28,1,TSCA,24
CFR,A,15,7,2014,33,1,TSCA,29.5
CFR,A,15,7,2014,34,3,BEPA,19.2
CFR,A,15,7,2014,34,2,BEPA,19.9
CFR,A,15,7,2014,34,1,BEPA,25.3
CFR,A,15,7,2014,35,1,TSCA,23
CFR,A,15,7,2014,37,1,TSCA,23.5
CFR,A,15,7,2014,38,1,PIRU,16.9
CFR,A,15,7,2014,40,1,TSCA,32.5
CFR,A,15,7,2014,46,1,PIRU,13.2
CFR,A,15,7,2014,47,1,TSCA,14.1
CFR,A,15,7,2014,51,1,PIRU,10.7
CFR,B,15,7,2014,1,1,FAGR,17
CFR,B,15,7,2014,6,1,TSCA,78.9
CFR,B,15,7,2014,7,1,FAGR,16.6
CFR,B,15,7,2014,9,1,TSCA,67.7
CFR,B,15,7,2014,10,1,FAGR,12.4
CFR,B,15,7,2014,11,1,FAGR,17.7
CFR,B,15,7,2014,12,1,TSCA,76.3
CFR,B,15,7,2014,13,1,QURU,35.6
CFR,B,15,7,2014,15,1,FAGR,20.2
CFR,B,15,7,2014,18,1,ACPE,14.1
CFR,B,15,7,2014,19,1,ACPE,12.6
CFR,B,15,7,2014,20,1,FAGR,15.7
CL,A,22,7,2014,1,1,ACRU,27.7
CL,A,22,7,2014,2,2,ACRU,23.2
CL,A,22,7,2014,2,1,ACRU,29.6
CL,A,22,7,2014,4,1,ABBA,11.8
CL,A,22,7,2014,7,1,ACRU,41.3
CL,A,22,7,2014,9,1,PIST,15
CL,A,22,7,2014,11,1,ACRU,11.2
CL,A,22,7,2014,12,1,BECO,37
CL,A,22,7,2014,13,1,BECO,20.4
CL,A,22,7,2014,14,1,ACRU,46.2
CL,A,22,7,2014,15,1,BECO,31.2
CL,A,22,7,2014,17,1,BECO,27.1
CL,A,22,7,2014,18,1,ABBA,9.9
CL,A,22,7,2014,19,1,ACRU,36.7
CL,A,22,7,2014,23,1,ACRU,24.3
CL,A,22,7,2014,25,1,ACRU,29.3
CL,A,22,7,2014,27,1,ACRU,11
CL,A,22,7,2014,29,1,BECO,14.2
CL,A,22,7,2014,30,1,ACRU,32.8
CL,A,22,7,2014,32,1,BECO,33.5
CL,A,22,7,2014,33,1,FAGR,9.9
CL,B,22,7,2014,1,1,BEAL,38.2
CL,B,22,7,2014,2,1,FAGR,35.1
CL,B,22,7,2014,3,1,BEAL,31.5
CL,B,22,7,2014,4,1,FAGR,10.2
CL,B,22,7,2014,5,1,ACRU,36.7
CL,B,22,7,2014,6,1,FAGR,26.2
CL,B,22,7,2014,7,1,ACRU,52.3
CL,B,22,7,2014,10,1,FAGR,18.9
CL,B,22,7,2014,11,1,BEAL,82.7
CL,B,22,7,2014,12,1,FAGR,13
CL,B,22,7,2014,13,2,ACRU,20
CL,B,22,7,2014,13,1,ACRU,42.6
CL,B,22,7,2014,14,1,ACRU,49.8
CL,B,22,7,2014,15,1,FAGR,29.4
CLT,A,20,10,2014,1,1,ACRU,15.6
CLT,A,20,10,2014,2,1,ACRU,16.1
CLT,A,20,10,2014,3,1,BEPA,19.5
CLT,A,20,10,2014,6,1,ACRU,16.4
CLT,A,20,10,2014,7,1,ACRU,22.8
CLT,A,20,10,2014,8,1,BEPA,18.5
CLT,A,20,10,2014,9,1,BEPA,23.6
CLT,A,20,10,2014,10,2,BEPA,23.7
CLT,A,20,10,2014,10,1,BEPA,26.1
CLT,A,20,10,2014,11,1,BEPA,29.7
CLT,A,20,10,2014,16,1,QURU,31.1
CLT,A,20,10,2014,17,1,PIST,61.2
CLT,A,20,10,2014,18,1,ACRU,12.6
CLT,A,20,10,2014,19,1,ACRU,15.6
CLT,A,20,10,2014,20,1,PIST,12.3
CLT,A,20,10,2014,21,1,ACRU,12.5
CLT,A,20,10,2014,22,1,ACRU,11.9
CLT,A,20,10,2014,24,1,QURU,25.5
CLT,A,20,10,2014,26,1,ACRU,10.1
CLT,A,20,10,2014,27,1,PIST,24
CLT,A,20,10,2014,29,1,QURU,25.4
CLT,A,20,10,2014,30,1,QURU,18.1
CLT,A,20,10,2014,32,1,ACRU,16
CLT,A,20,10,2014,33,1,ACRU,14.3
CLT,A,20,10,2014,34,1,PIST,14
CLT,A,20,10,2014,36,1,QURU,29.5
CLT,A,20,10,2014,37,1,ACRU,9.5
CLT,A,20,10,2014,38,1,PIST,18.4
CLT,A,20,10,2014,39,1,ACRU,16.3
CLT,A,20,10,2014,40,1,QURU,31
CLT,A,20,10,2014,41,1,PIRU,16.5
CLT,A,20,10,2014,44,1,ACRU,16.8
CLT,A,20,10,2014,46,1,ACRU,9.8
CLT,A,20,10,2014,47,1,ACRU,11.2
CLT,A,20,10,2014,48,1,PIST,11.8
CLT,A,20,10,2014,49,1,PIST,10.1
CLT,A,20,10,2014,50,1,ABBA,11.5
CLT,B,20,10,2014,2,1,PIST,17.7
CLT,B,20,10,2014,4,1,BEPA,24
CLT,B,20,10,2014,5,1,POTR,62.8
CLT,B,20,10,2014,6,1,PIST,13.4
CLT,B,20,10,2014,9,1,ACRU,19.4
CLT,B,20,10,2014,10,1,ABBA,15.2
CLT,B,20,10,2014,12,1,ACRU,21.9
CLT,B,20,10,2014,13,1,ACRU,19.8
CLT,B,20,10,2014,17,1,QURU,28.6
CLT,B,20,10,2014,18,1,ACRU,10
CLT,B,20,10,2014,20,1,QURU,22.8
CLT,B,20,10,2014,22,1,ACRU,18.3
CLT,B,20,10,2014,24,2,ACRU,11.1
CLT,B,20,10,2014,25,1,ACRU,17.9
CLT,B,20,10,2014,26,2,BEPA,33
CLT,B,20,10,2014,26,1,BEPA,34
CLT,B,20,10,2014,27,1,ACRU,17
CLT,B,20,10,2014,28,1,BEPA,27.5
CLT,B,20,10,2014,29,1,PIST,15.3
CLT,B,20,10,2014,30,1,ACRU,22.2
CLT,B,20,10,2014,31,1,PIST,20.8
CLT,B,20,10,2014,32,1,BEPA,30.3
CLT,B,20,10,2014,33,1,PIST,9.9
CLT,B,20,10,2014,34,1,ABBA,13.2
CLT,B,20,10,2014,35,1,PIST,10.1
CLT,B,20,10,2014,36,1,ABBA,12.4
CLT,B,20,10,2014,37,1,ACRU,15.5
CLT,B,20,10,2014,38,1,PIST,10
CLT,B,20,10,2014,39,1,ABBA,9.5
CLT,B,20,10,2014,40,1,ACRU,22.8
CLT,B,20,10,2014,41,1,ACRU,13.6
CLT,B,20,10,2014,42,1,PIST,17.7
NCL,A,16,10,2014,2,1,TSCA,24
NCL,A,16,10,2014,4,1,TSCA,19.7
NCL,A,16,10,2014,6,1,TSCA,37.2
NCL,A,16,10,2014,7,1,ACRU,27.2
NCL,A,16,10,2014,10,1,ACRU,12
NCL,A,16,10,2014,11,1,ACRU,13.9
NCL,A,16,10,2014,12,1,PIST,32.7
NCL,A,16,10,2014,13,1,TSCA,25
NCL,A,16,10,2014,16,1,TSCA,33
NCL,A,16,10,2014,17,1,TSCA,43
NCL,A,16,10,2014,18,1,TSCA,23.8
NCL,A,16,10,2014,21,1,TSCA,21.3
NCL,A,16,10,2014,22,1,BEPA,18.2
NCL,A,16,10,2014,24,1,BEPA,22.7
NCL,A,16,10,2014,25,1,BEPA,19.8
NCL,A,16,10,2014,26,1,BEPA,21.4
NCL,A,16,10,2014,28,1,TSCA,48.9
NCL,A,16,10,2014,30,1,TSCA,29
NCL,A,16,10,2014,31,1,TSCA,37.9
NCL,A,16,10,2014,32,1,TSCA,43
NCL,A,16,10,2014,33,1,TSCA,42.2
NCL,A,16,10,2014,34,1,TSCA,10.1
NCL,A,16,10,2014,35,1,PIRU,21.1
NCL,A,16,10,2014,37,1,PIRU,10.1
NCL,A,16,10,2014,38,1,PIST,10.6
NCL,A,16,10,2014,39,1,TSCA,14
NCL,B,2,10,2014,1,1,TSCA,21
NCL,B,2,10,2014,2,1,POGR,26.1
NCL,B,2,10,2014,3,2,ACRU,15.6
NCL,B,2,10,2014,3,1,ACRU,18.8
NCL,B,2,10,2014,4,1,ACRU,16.7
NCL,B,2,10,2014,5,1,PIRU,32.2
NCL,B,2,10,2014,7,1,TSCA,25.1
NCL,B,2,10,2014,12,1,TSCA,28.4
NCL,B,2,10,2014,13,1,POGR,34.3
NCL,B,2,10,2014,15,1,POGR,30.4
NCL,B,2,10,2014,16,1,TSCA,17.6
NCL,B,2,10,2014,17,1,TSCA,12.7
NCL,B,2,10,2014,19,1,TSCA,18.4
NCL,B,2,10,2014,20,1,TSCA,40.8
NCL,B,2,10,2014,21,1,BEPA,18.5
NCL,B,2,10,2014,24,1,TSCA,11.2
NCL,B,2,10,2014,26,1,TSCA,17.4
NCL,B,2,10,2014,27,1,BEPA,23.2
NCL,B,2,10,2014,28,1,BEPA,18.5
NCL,B,2,10,2014,29,1,TSCA,18.4
NCL,B,2,10,2014,31,1,TSCA,12.7
NCL,B,2,10,2014,34,1,TSCA,30.9
NCL,B,2,10,2014,35,1,TSCA,44.2
NCL,B,2,10,2014,36,1,BEPA,21.9
NCL,B,2,10,2014,37,1,PIRU,14.8
NCL,B,2,10,2014,38,1,TSCA,17.6
NCL,B,2,10,2014,39,1,TSCA,23
NCL,B,2,10,2014,41,1,BEPA,23.5
NCL,B,2,10,2014,42,1,TSCA,16.8
NCL,B,2,10,2014,43,1,PIRU,22
NCL,B,2,10,2014,45,1,PIRU,15.7
NCL,B,2,10,2014,48,1,TSCA,13.5
NCL,B,2,10,2014,49,1,BEPA,12.2
NCL,B,2,10,2014,50,1,TSCA,16.6
NCL,B,2,10,2014,51,1,TSCA,15.5
NCL,B,2,10,2014,54,1,TSCA,18.6
NCL,B,2,10,2014,55,1,TSCA,13.4
NCL,B,2,10,2014,56,1,TSCA,10.7
NCL,B,2,10,2014,58,1,BEPA,19.5
NCL,B,2,10,2014,59,1,PIRU,11.5
NCL,B,2,10,2014,60,1,TSCA,15.8
NCL,B,2,10,2014,61,1,TSCA,14
NCL,B,2,10,2014,62,1,TSCA,12.9
NCL,B,2,10,2014,63,1,PIST,52.2
NCL,B,2,10,2014,64,1,TSCA,27.1
NCL,B,2,10,2014,66,1,TSCA,17.8
NCL,B,2,10,2014,67,1,TSCA,19.5
NCL,B,2,10,2014,69,1,PIRU,18.1
NCL,B,2,10,2014,70,1,TSCA,27.8
NCL,B,2,10,2014,71,1,TSCA,12
NCL,B,2,10,2014,72,1,TSCA,10.4
NCL,B,2,10,2014,73,1,ACRU,38
NCL,B,2,10,2014,74,1,ACRU,26.4
NCL,B,2,10,2014,77,1,POGR,36.7
NCL,B,2,10,2014,79,1,TSCA,18
NCL,B,2,10,2014,81,1,POGR,33.4
PL,A,22,9,2014,1,1,ACRU,14.8
PL,A,22,9,2014,2,1,TSCA,26.5
PL,A,22,9,2014,4,1,ACRU,10.1
PL,A,22,9,2014,5,1,TSCA,16.1
PL,A,22,9,2014,6,1,ACRU,17
PL,A,22,9,2014,7,1,TSCA,18.3
PL,A,22,9,2014,8,1,TSCA,10.5
PL,A,22,9,2014,9,1,TSCA,18.6
PL,A,22,9,2014,11,1,TSCA,20.9
PL,A,22,9,2014,12,1,TSCA,14.6
PL,A,22,9,2014,13,1,QURU,24
PL,A,22,9,2014,14,1,TSCA,13.1
PL,A,22,9,2014,15,1,TSCA,14.4
PL,A,22,9,2014,16,1,PIST,18.9
PL,A,22,9,2014,17,1,ABBA,13.1
PL,A,22,9,2014,18,1,ACRU,19.2
PL,A,22,9,2014,21,1,ACRU,14.8
PL,A,22,9,2014,25,1,PIST,31.6
PL,A,22,9,2014,26,1,PIST,33
PL,A,22,9,2014,27,1,TSCA,14
PL,A,22,9,2014,28,1,TSCA,16.6
PL,A,22,9,2014,29,1,PIST,58.5
PL,A,22,9,2014,30,1,TSCA,17.2
PL,A,22,9,2014,31,1,PIST,10.1
PL,A,22,9,2014,32,1,QURU,26.3
PL,A,22,9,2014,33,1,ACRU,12.4
PL,A,22,9,2014,34,1,ACRU,18.9
PL,A,22,9,2014,36,1,QURU,25.3
PL,A,22,9,2014,37,1,ACRU,17.8
PL,A,22,9,2014,38,1,TSCA,18.8
PL,A,22,9,2014,40,1,ACRU,14.1
PL,A,22,9,2014,41,1,BEPA,22
PL,A,22,9,2014,42,1,TSCA,29.7
PL,A,22,9,2014,46,1,BEPA,13.1
PL,A,22,9,2014,47,1,QURU,21.4
PL,A,22,9,2014,48,1,PIST,16.4
PL,A,22,9,2014,49,1,ACRU,15.1
PL,A,22,9,2014,50,1,ACRU,13.5
PL,A,22,9,2014,51,1,POGR,19.7
PL,A,22,9,2014,52,1,TSCA,17.1
PL,A,22,9,2014,53,1,ACRU,10
PL,A,22,9,2014,55,1,BEPA,16.7
PL,A,22,9,2014,56,1,BEPA,16.6
PL,A,22,9,2014,57,1,ACRU,11
PL,A,22,9,2014,58,1,QURU,18.6
PL,A,22,9,2014,59,1,ACRU,13.1
PL,A,22,9,2014,60,1,ACRU,16.7
PL,A,22,9,2014,62,1,TSCA,18.6
PL,A,22,9,2014,63,1,TSCA,11.4
PL,A,22,9,2014,64,1,ACRU,12.4
PL,A,22,9,2014,65,1,TSCA,13.8
PL,A,22,9,2014,66,1,TSCA,13
PL,A,22,9,2014,67,1,TSCA,9.3
PL,B,1,10,2014,3,1,QURU,27.7
PL,B,1,10,2014,4,1,POGR,21
PL,B,1,10,2014,7,1,ACRU,12.7
PL,B,1,10,2014,8,1,ACRU,11.4
PL,B,1,10,2014,10,1,POGR,26.3
PL,B,1,10,2014,11,1,PIST,15.6
PL,B,1,10,2014,12,1,POGR,29.4
PL,B,1,10,2014,14,1,PIST,20.4
PL,B,1,10,2014,15,1,PIST,32.6
PL,B,1,10,2014,16,1,PIST,34.2
PL,B,1,10,2014,18,1,POGR,24.1
PL,B,1,10,2014,19,1,POGR,26.5
PL,B,1,10,2014,21,1,PIST,37.6
PL,B,1,10,2014,22,1,BEPA,16.7
PL,B,1,10,2014,23,1,QURU,21.6
PL,B,1,10,2014,25,1,QURU,26.1
PL,B,1,10,2014,26,1,PIST,19.3
PL,B,1,10,2014,28,1,BEPA,17.9
PL,B,1,10,2014,32,1,PIST,14.7
PL,B,1,10,2014,33,1,PIST,23.8
PL,B,1,10,2014,36,1,PIST,22
PL,B,1,10,2014,38,1,PIST,22.2
PL,B,1,10,2014,39,1,PIST,28.3
PL,B,1,10,2014,40,1,PIST,11.1
PL,B,1,10,2014,41,1,PIST,29.1
PL,B,1,10,2014,42,1,POGR,29.3
PL,B,1,10,2014,44,1,POGR,22.1
PL,B,1,10,2014,45,1,PIST,10.1
PL,B,1,10,2014,48,1,QURU,24.5
PL,B,1,10,2014,50,1,QURU,20.9
PL,B,1,10,2014,51,1,ACRU,21
PL,B,1,10,2014,52,1,PIST,36
PL,B,1,10,2014,53,1,PIST,44.8
PL,B,1,10,2014,55,1,BEPA,15.5
PL,B,1,10,2014,56,1,ACRU,10.3
